File		Source	cond1	cond2	note
M8_S4_R1_001.fastq.gz	A549	A549	C	Note
M9_S3_R1_001.fastq.gz  	A549	A549	C	Note
M10_S2_R1_001.fastq.gz  	BEAS2B	BEAS2B	C	Note
M11_S1_R1_001.fastq.gz  	BEAS2B	BEAS2B	C	Note
